,NO_IES,SG_IES,NO_MANTENEDORA,TP_CAT_ADM_NAME,TP_ORG_ACAD_NAME,NU_ANO_CENSO,QT_CARGA_HORARIA_TOTAL,QT_VAGA_TOTAL,QT_INSCRITO_TOTAL,TOTAL_ALUNOS,ALUNOS_TRANSF,CO_LOCAL_OFERTA,UF,MUNICIPIO,IN_CAPITAL,NO_CURSO,IN_GRATUITO,DT_INICIO_FUNCIONAMENTO,DT_AUTORIZACAO_CURSO,IN_OFERECE_DISC_SEMI_PRES,NU_PERC_CARGA_SEMI_PRES,IN_INGRESSO_VESTIBULAR,IN_INGRESSO_ENEM,IN_INGRESSO_AVALIACAO_SERIADA,IN_INGRESSO_SELECAO_SIMPLIFICA,IN_INGRESSO_OUTRO_TIPO_SELECAO,IN_INGRESSO_VAGA_REMANESC,IN_INGRESSO_VAGA_PROG_ESPECIAL,IN_INGRESSO_TRANSF_EXOFFICIO,IN_INGRESSO_DECISAO_JUDICIAL,IN_INGRESSO_CONVENIO_PECG,IN_INGRESSO_EGRESSO,IN_INGRESSO_OUTRA_FORMA,IN_RESERVA_VAGAS,IN_RESERVA_ETNICO,IN_RESERVA_DEFICIENCIA,IN_RESERVA_ENSINO_PUBLICO,IN_RESERVA_RENDA_FAMILIAR,IN_RESERVA_OUTRA,IN_FINANCIAMENTO_ESTUDANTIL,IN_FIN_REEMB_FIES,IN_FIN_REEMB_ESTADUAL,IN_FIN_REEMB_MUNICIPAL,IN_FIN_REEMB_PROG_IES,IN_FIN_REEMB_ENT_EXTERNA,IN_FIN_REEMB_OUTRA,IN_FIN_NAOREEMB_PROUNI_INTEGR,IN_FIN_NAOREEMB_PROUNI_PARCIAL,IN_FIN_NAOREEMB_ESTADUAL,IN_FIN_NAOREEMB_MUNICIPAL,IN_FIN_NAOREEMB_PROG_IES,IN_FIN_NAOREEMB_ENT_EXTERNA,IN_FIN_NAOREEMB_OUTRA,IN_ATIVIDADE_EXTRACURRICULAR,IN_COMPLEMENTAR_ESTAGIO,IN_COMPLEMENTAR_EXTENSAO,IN_COMPLEMENTAR_MONITORIA,IN_COMPLEMENTAR_PESQUISA,IN_BOLSA_ESTAGIO,IN_BOLSA_EXTENSAO,IN_BOLSA_MONITORIA,IN_BOLSA_PESQUISA,IN_MOBILIDADE_ACADEMICA,IN_MATRICULA,IN_CONCLUINTE,IN_INGRESSO_TOTAL,QT_INSC_VAGA_NOVA_INTEGRAL,QT_INSC_VAGA_REMAN_INTEGRAL,QT_INSC_PROG_ESP_INTEGRAL,QT_VAGAS_NOVAS_INTEGRAL,QT_VAGAS_REMAN_INTEGRAL,QT_VAGAS_PROG_ESP_INTEGRAL,QT_INGRESSO_TOTAL,QT_INGRESSO_VAGA_NOVA,QT_MATRICULA_TOTAL,QT_CONCLUINTE_TOTAL,CO_MANTENEDORA,CO_IES,CO_CURSO,CO_UF,CO_MUNICIPIO
104,FACULDADE DE MEDICINA DE BARBACENA,FAME,FUNDACAO JOSE BONIFACIO LAFAYETTE DE ANDRADA,Privada sem fins lucrativos,Faculdade,2018,7225,147,1943,801,0,657831.0,Minas Gerais,Barbacena,0.0,MEDICINA,0,27/04/1971,,0.0,,661,67,0,0,0.0,71,0,0,2,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,320.0,66.0,0.0,0.0,138.0,0.0,0.0,58.0,0.0,0.0,0.0,40.0,33.0,0.0,260,32.0,186.0,62.0,16.0,0.0,0.0,43.0,16.0,0.0,801,128,140,1876.0,67.0,0.0,128.0,19.0,0.0,147,128,801,128,220,307,7105,31.0,3105608.0
105,UNIVERSIDADE IGUAÇU,UNIG,ASSOCIACAO DE ENSINO SUPERIOR DE NOVA IGUACU,Privada sem fins lucrativos,Universidade,2018,7990,211,754,1341,17,657839.0,Rio de Janeiro,Nova Iguaçu,0.0,MEDICINA,0,01/02/1977,,0.0,,784,3,0,0,0.0,554,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,480.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,469.0,0.0,0.0,178,9.0,106.0,41.0,29.0,9.0,0.0,0.0,29.0,0.0,1341,105,267,643.0,111.0,0.0,100.0,111.0,0.0,347,236,1341,105,230,330,7414,33.0,3303500.0
106,UNIVERSIDADE IGUAÇU,UNIG,ASSOCIACAO DE ENSINO SUPERIOR DE NOVA IGUACU,Privada sem fins lucrativos,Universidade,2018,8400,149,659,976,18,349.0,Rio de Janeiro,Itaperuna,0.0,MEDICINA,0,04/02/1997,,0.0,,758,14,0,0,0.0,204,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,486.0,7.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,464.0,0.0,0.0,216,0.0,114.0,94.0,27.0,0.0,0.0,0.0,27.0,0.0,976,114,222,610.0,49.0,0.0,100.0,49.0,0.0,256,207,976,114,230,330,19294,33.0,3302205.0
107,CENTRO UNIVERSITÁRIO REDENTOR,FACREDENTOR,SOCIEDADE UNIVERSITARIA REDENTOR,Privada sem fins lucrativos,Centro Universitário,2018,10060,184,1276,391,2,659215.0,Rio de Janeiro,Itaperuna,0.0,MEDICINA,0,03/08/2015,,0.0,,259,35,0,0,0.0,110,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,77.0,33.0,0.0,0.0,0.0,24.0,0.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,391,0.0,391.0,36.0,3.0,0.0,0.0,0.0,0.0,0.0,391,0,164,1218.0,58.0,0.0,126.0,58.0,0.0,184,126,391,0,1671,2571,1184432,33.0,3302205.0
108,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,Pública Estadual,Universidade,2018,10352,80,6701,459,0,657857.0,Minas Gerais,Montes Claros,0.0,MEDICINA,1,04/03/1969,,0.0,,315,126,125,0,0.0,18,0,1,0,0,0,0.0,195,108.0,14.0,87.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237,11.0,218.0,13.0,74.0,11.0,1.0,0.0,33.0,0.0,459,61,39,6701.0,0.0,0.0,80.0,0.0,0.0,39,39,459,61,256,367,7837,31.0,3143302.0
109,INSTITUTO DE CIÊNCIAS DA SAÚDE,ICS,FUNORTE FACULDADES UNIDAS DO NORTE MINAS LTDA,Privada sem fins lucrativos,Faculdade,2018,10144,163,163,775,0,658612.0,Minas Gerais,Montes Claros,0.0,MEDICINA,0,01/08/2005,,0.0,,699,0,0,0,0.0,76,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,721.0,673.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775,117,121,121.0,41.0,1.0,121.0,41.0,1.0,121,99,775,117,1051,1600,86288,31.0,3143302.0
110,FACULDADES INTEGRADAS PITÁGORAS,FIP-MOC,SOCIEDADE PADRAO DE EDUCACAO SUPERIOR LTDA,Privada com fins lucrativos,Faculdade,2018,7600,124,1217,714,0,705229.0,Minas Gerais,Montes Claros,0.0,MEDICINA,0,01/02/2008,,0.0,,671,12,0,16,0.0,15,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,313.0,254.0,0.0,0.0,1.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714,112,104,1058.0,159.0,0.0,112.0,12.0,0.0,121,112,714,112,1040,4256,107666,31.0,3143302.0
111,UNIVERSIDADE DE PERNAMBUCO,UPE,FUNDACAO UNIVERSIDADE DE PERNAMBUCO,Pública Estadual,Universidade,2018,4000,154,862,992,2,2036.0,Pernambuco,Recife,1.0,MEDICINA,1,27/03/1951,,0.0,,983,0,0,0,0.0,4,0,3,2,0,0,0.0,46,0.0,0.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992,150,164,858.0,4.0,0.0,150.0,4.0,0.0,165,160,992,150,283,409,8437,26.0,2611606.0
112,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,Pública Federal,Universidade,2018,8400,140,4644,925,0,1153.0,Pernambuco,Recife,1.0,MEDICINA,1,16/07/1920,,0.0,,392,888,0,0,0.0,3,0,2,5,0,0,0.0,273,168.0,12.0,242.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397,0.0,11.0,354.0,96.0,0.0,11.0,91.0,65.0,13.0,925,155,132,4644.0,0.0,0.0,140.0,0.0,0.0,139,138,925,155,15538,580,13601,26.0,2611606.0
113,FACULDADE PERNAMBUCANA DE SAÚDE,FPS,ASSOCIACAO EDUCACIONAL DE CIENCIAS DA SAUDE - AECISA,Privada sem fins lucrativos,Faculdade,2018,8710,242,5485,1029,0,1082268.0,Pernambuco,Recife,1.0,MEDICINA,0,30/01/2006,,0.0,,859,98,0,0,0.0,63,0,4,5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,418.0,146.0,0.0,0.0,0.0,5.0,0.0,70.0,0.0,18.0,0.0,186.0,0.0,0.0,420,0.0,293.0,128.0,105.0,0.0,0.0,50.0,75.0,0.0,1029,139,221,5303.0,182.0,0.0,222.0,20.0,0.0,247,222,1029,139,2291,3615,87537,26.0,2611606.0
114,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,SER EDUCACIONAL S.A.,Privada com fins lucrativos,Centro Universitário,2018,7280,327,360,1155,0,1059836.0,Pernambuco,Recife,1.0,MEDICINA,0,06/08/2012,,0.0,,977,114,0,69,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,399.0,324.0,0.0,0.0,324.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1155,223,257,350.0,10.0,0.0,268.0,59.0,0.0,282,282,1155,223,1847,2835,1108786,26.0,2611606.0
115,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,UNICAP,CENTRO DE EDUCACAO TECNICA E CULTURAL,Privada sem fins lucrativos,Universidade,2018,8705,122,2784,472,0,657677.0,Pernambuco,Recife,1.0,MEDICINA,0,04/08/2014,,1.0,1.0,400,12,0,37,0.0,23,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,177.0,119.0,0.0,0.0,0.0,13.0,0.0,37.0,0.0,0.0,0.0,7.0,1.0,0.0,267,8.0,4.0,113.0,231.0,5.0,0.0,5.0,42.0,0.0,472,0,112,2782.0,2.0,0.0,120.0,2.0,0.0,116,112,472,0,11,11,1200712,26.0,2611606.0
116,UNIVERSIDADE DE PERNAMBUCO,UPE,FUNDACAO UNIVERSIDADE DE PERNAMBUCO,Pública Estadual,Universidade,2018,8283,40,420,284,0,695322.0,Pernambuco,Garanhuns,0.0,MEDICINA,1,01/08/2011,,0.0,,272,0,0,0,0.0,8,0,3,1,0,0,0.0,5,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284,21,57,420.0,0.0,0.0,40.0,0.0,0.0,57,56,284,21,283,409,1183958,26.0,2606002.0
117,UNIVERSIDADE DE PERNAMBUCO,UPE,FUNDACAO UNIVERSIDADE DE PERNAMBUCO,Pública Estadual,Universidade,2018,8508,20,274,116,0,1066452.0,Pernambuco,Serra Talhada,0.0,MEDICINA,1,01/08/2013,,0.0,,112,0,0,0,0.0,2,0,2,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116,0,24,274.0,0.0,0.0,20.0,0.0,0.0,24,22,116,0,283,409,1276878,26.0,2613909.0
118,UNIVERSIDADE DE MARÍLIA,UNIMAR,ASSOCIACAO DE ENSINO DE MARILIA LTDA,Privada com fins lucrativos,Universidade,2018,8903,188,576,793,0,657884.0,São Paulo,Marília,0.0,MEDICINA,0,01/04/1996,,1.0,0.45,612,83,0,0,0.0,103,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,413.0,272.0,0.0,0.0,50.0,0.0,0.0,74.0,0.0,0.0,0.0,142.0,1.0,0.0,791,0.0,791.0,1.0,32.0,0.0,0.0,1.0,12.0,5.0,793,111,176,557.0,19.0,0.0,164.0,24.0,0.0,183,164,793,111,292,420,8698,35.0,3529005.0
119,FACULDADE DE MEDICINA DE MARÍLIA,FAMEMA,FACULDADE DE MEDICINA DE MARILIA,Pública Estadual,Faculdade,2018,10709,83,14574,477,0,657889.0,São Paulo,Marília,0.0,MEDICINA,1,30/01/1967,,0.0,,474,0,0,0,0.0,3,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191,3.0,132.0,67.0,52.0,0.0,4.0,66.0,12.0,0.0,477,85,81,14544.0,30.0,0.0,80.0,3.0,0.0,83,80,477,85,300,431,8960,35.0,3529005.0
120,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,ASSOCIACAO EDUCACIONAL LUTERANA DO BRASIL - AELBRA,Privada sem fins lucrativos,Universidade,2018,7604,140,4668,825,0,657901.0,Rio Grande do Sul,Canoas,0.0,MEDICINA,0,05/04/1996,,1.0,20.0,666,293,0,0,0.0,67,0,3,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,368.0,268.0,0.0,0.0,0.0,24.0,0.0,73.0,0.0,0.0,0.0,2.0,1.0,0.0,444,25.0,336.0,226.0,6.0,25.0,0.0,120.0,6.0,2.0,825,137,135,4666.0,2.0,0.0,138.0,2.0,0.0,141,138,825,137,314,449,9326,43.0,4304606.0
121,FACULDADE DE MEDICINA DE PETRÓPOLIS,FMP,FUNDACAO OCTACILIO GUALBERTO,Privada sem fins lucrativos,Faculdade,2018,7736,185,2075,816,0,657924.0,Rio de Janeiro,Petrópolis,0.0,MEDICINA,0,31/10/1967,,1.0,1.0,632,134,0,0,0.0,50,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,335.0,165.0,0.0,0.0,41.0,0.0,0.0,75.0,0.0,0.0,0.0,70.0,0.0,0.0,758,0.0,735.0,63.0,484.0,0.0,0.0,26.0,0.0,0.0,816,119,181,2005.0,70.0,0.0,166.0,19.0,0.0,184,165,816,119,328,475,9772,33.0,3303906.0
122,CENTRO UNIVERSITÁRIO SERRA DOS ÓRGÃOS,UNIFESO,FESO FUNDACAO EDUCACIONAL SERRA DOS ORGAOS,Privada sem fins lucrativos,Centro Universitário,2018,9920,254,1265,1047,0,657925.0,Rio de Janeiro,Teresópolis,0.0,MEDICINA,0,10/04/1970,,0.0,,858,91,0,0,0.0,98,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,469.0,252.0,0.0,0.0,84.0,0.0,0.0,90.0,0.0,0.0,0.0,46.0,0.0,0.0,854,11.0,846.0,38.0,44.0,0.0,2.0,23.0,22.0,0.0,1047,158,214,1117.0,148.0,0.0,170.0,84.0,0.0,223,174,1047,158,330,480,9805,33.0,3305802.0
123,CENTRO UNIVERSITÁRIO DE VOLTA REDONDA,UNIFOA,FUNDACAO OSWALDO ARANHA,Privada sem fins lucrativos,Centro Universitário,2018,9060,141,1777,705,0,657929.0,Rio de Janeiro,Volta Redonda,0.0,MEDICINA,0,22/05/1968,,0.0,,138,518,0,0,0.0,49,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,191.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589,0.0,585.0,146.0,73.0,0.0,6.0,21.0,23.0,0.0,705,94,124,1741.0,36.0,0.0,120.0,21.0,0.0,126,119,705,94,336,489,9988,33.0,3306305.0
124,CENTRO DE ENSINO SUPERIOR DE VALENÇA,CESVA,FUNDACAO EDUCACIONAL D ANDRE ARCOVERDE,Privada sem fins lucrativos,Faculdade,2018,7840,200,2338,743,0,544.0,Rio de Janeiro,Valença,0.0,MEDICINA,0,31/01/1968,,0.0,,482,155,0,0,0.0,106,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,118.0,16.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,53.0,0.0,0.0,292,130.0,290.0,70.0,69.0,0.0,0.0,0.0,0.0,0.0,743,62,188,2242.0,96.0,0.0,179.0,21.0,0.0,196,175,743,62,337,490,9996,33.0,3306107.0
125,CENTRO UNIVERSITÁRIO PADRE ALBINO,,FUNDACAO PADRE ALBINO,Privada sem fins lucrativos,Centro Universitário,2018,8620,110,2715,460,0,134687.0,São Paulo,Catanduva,0.0,MEDICINA,0,09/03/1970,,1.0,1.21,445,8,0,0,0.0,7,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,133.0,116.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,9.0,0.0,0.0,459,4.0,458.0,22.0,65.0,0.0,0.0,7.0,21.0,0.0,460,63,107,2715.0,0.0,0.0,110.0,0.0,0.0,110,110,460,63,344,5215,10222,35.0,3511102.0
126,ESCOLA SUPERIOR DE CIÊNCIAS DA SANTA CASA DE MISERICÓRDIA DE VITÓRIA,EMESCAM,IRMANDADE DA SANTA CASA DE MISERICORDIA DE VITORIA,Privada sem fins lucrativos,Faculdade,2018,8820,159,2163,922,0,687142.0,Espírito Santo,Vitória,1.0,MEDICINA,0,04/03/1968,,0.0,,913,2,0,0,0.0,6,0,1,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,250.0,66.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,5.0,0.0,139.0,0.0,0.0,661,53.0,554.0,291.0,249.0,26.0,0.0,108.0,58.0,6.0,922,124,157,2095.0,68.0,0.0,155.0,4.0,0.0,161,155,922,124,345,501,10224,32.0,3205309.0
127,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,UNIVERSIDADE FEDERAL DO ESPIRITO SANTO,Pública Federal,Universidade,2018,8205,82,1231,552,0,1006482.0,Espírito Santo,Vitória,1.0,MEDICINA,1,05/01/1961,,0.0,,367,526,0,0,0.0,17,0,5,0,4,0,0.0,262,72.0,6.0,50.0,47.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,2.0,144.0,18.0,21.0,1.0,8.0,17.0,10.0,0.0,552,88,83,1107.0,124.0,0.0,80.0,2.0,0.0,88,84,552,88,15591,573,12813,32.0,3205309.0
128,FACULDADE BRASILEIRA,MULTIVIX VITÓRIA,EMPRESA BRASILEIRA DE ENSINO PESQUISA E EXTENSAO S.A. - EMBRAE,Privada com fins lucrativos,Faculdade,2018,9079,80,1553,585,0,1086421.0,Espírito Santo,Vitória,1.0,MEDICINA,0,15/08/2005,,0.0,,570,13,0,2,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,340.0,248.0,1.0,0.0,0.0,66.0,0.0,10.0,11.0,0.0,1.0,75.0,1.0,0.0,5,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,585,100,79,1553.0,0.0,0.0,80.0,0.0,0.0,80,80,585,100,832,1244,86356,32.0,3205309.0
129,FACULDADE DE MEDICINA DE CAMPOS,FMC,FUNDACAO BENEDITO PEREIRA NUNES,Privada sem fins lucrativos,Faculdade,2018,8220,143,1511,676,0,657939.0,Rio de Janeiro,Campos dos Goytacazes,0.0,MEDICINA,0,14/10/1967,,0.0,,565,0,0,0,0.0,85,0,2,24,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,241.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,4.0,0.0,115,0.0,0.0,115.0,0.0,0.0,0.0,115.0,0.0,0.0,676,91,136,1426.0,85.0,0.0,126.0,17.0,0.0,138,125,676,91,348,506,10289,33.0,3301009.0
130,UNIVERSIDADE DE MOGI DAS CRUZES,UMC,ORGANIZACAO MOGIANA DE EDUCACAO E CULTURA SOCIEDADE SIMPLES LIMITADA,Privada com fins lucrativos,Universidade,2018,9060,100,1055,541,0,657950.0,São Paulo,Mogi das Cruzes,0.0,MEDICINA,0,01/03/1968,,0.0,,480,38,0,38,0.0,23,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,222.0,184.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,93,19.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541,92,95,1044.0,11.0,0.0,90.0,10.0,0.0,99,89,541,92,362,521,10591,35.0,3530607.0
131,ESCOLA BAHIANA DE MEDICINA E SAÚDE PÚBLICA,EBMSP,FUNDACAO BAHIANA PARA DESENVOLVIMENTO DAS CIENCIAS,Privada sem fins lucrativos,Faculdade,2018,7437,326,6570,1486,17,1006469.0,Bahia,Salvador,1.0,MEDICINA,0,31/05/1952,,0.0,,1342,27,0,0,0.0,113,0,0,4,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,542.0,481.0,0.0,0.0,43.0,18.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,286,15.0,59.0,188.0,35.0,0.0,2.0,182.0,28.0,0.0,1486,225,300,6534.0,36.0,0.0,300.0,26.0,0.0,328,309,1486,225,372,534,11114,29.0,2927408.0
132,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,Pública Federal,Universidade,2018,8957,160,11172,1100,0,1047098.0,Bahia,Salvador,1.0,MEDICINA,1,08/03/1808,,0.0,,262,686,0,217,0.0,11,0,6,40,0,0,0.0,498,444.0,4.0,498.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,0.0,39.0,19.0,25.0,0.0,39.0,18.0,22.0,7.0,1100,176,152,11172.0,0.0,0.0,160.0,0.0,0.0,160,152,1100,176,15594,578,13286,29.0,2927408.0
133,FACULDADE DE TECNOLOGIA E CIÊNCIAS,FTC SALVADOR,INSTITUTO MANTENEDOR DE ENSINO SUPERIOR DA BAHIA LTDA - ME,Privada com fins lucrativos,Faculdade,2018,9790,437,3052,942,1,658503.0,Bahia,Salvador,1.0,MEDICINA,0,19/11/2004,,0.0,,627,179,0,0,0.0,131,0,0,5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,334.0,332.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,942,107,308,2660.0,392.0,0.0,300.0,137.0,0.0,364,241,942,107,1564,1461,78256,29.0,2927408.0
134,UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,UNIVERSIDADE DO ESTADO DA BAHIA,Pública Estadual,Universidade,2018,8365,69,13192,348,4,1046505.0,Bahia,Salvador,1.0,MEDICINA,1,18/04/2012,,0.0,,266,74,0,0,0.0,8,0,0,0,0,0,0.0,59,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,0.0,0.0,0.0,47.0,0.0,0.0,0.0,41.0,0.0,348,46,55,13188.0,4.0,0.0,62.0,7.0,0.0,67,63,348,46,36,40,1187646,29.0,2927408.0
135,UNIVERSIDADE SALVADOR,UNIFACS,FACS SERVICOS EDUCACIONAIS LTDA,Privada com fins lucrativos,Universidade,2018,7200,332,4780,1209,0,6999.0,Bahia,Salvador,1.0,MEDICINA,0,06/08/2012,,0.0,,941,190,0,52,0.0,26,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,571.0,501.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1209,199,299,4780.0,0.0,0.0,320.0,12.0,0.0,320,320,1209,199,268,385,5000979,29.0,2927408.0
136,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PUCSP,FUNDACAO SAO PAULO,Privada sem fins lucrativos,Universidade,2018,6630,108,4179,641,0,1793.0,São Paulo,Sorocaba,0.0,MEDICINA,0,10/03/1951,,0.0,,553,88,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,306.0,127.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,159.0,0.0,0.0,160,0.0,0.0,20.0,152.0,0.0,0.0,12.0,83.0,0.0,641,108,102,4179.0,0.0,0.0,108.0,0.0,0.0,104,104,641,108,378,546,11233,35.0,3552205.0
137,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,FUNDACAO UNIVERSIDADE FEDERAL DO MARANHAO,Pública Federal,Universidade,2018,8500,100,6179,697,0,1006314.0,Maranhão,São Luís,1.0,MEDICINA,1,05/01/1958,,0.0,,8,613,0,0,0.0,46,0,4,20,6,0,0.0,303,205.0,21.0,283.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162,0.0,49.0,41.0,103.0,0.0,49.0,0.0,66.0,1.0,697,85,99,6179.0,0.0,0.0,100.0,0.0,0.0,101,93,697,85,2497,548,11446,21.0,2111300.0
138,UNIVERSIDADE DO CEUMA - UNICEUMA,UNICEUMA,CEUMA-ASSOCIACAO DE ENSINO SUPERIOR,Privada sem fins lucrativos,Universidade,2018,8258,217,1152,933,3,658119.0,Maranhão,São Luís,1.0,MEDICINA,0,02/02/2004,,0.0,,662,89,0,0,0.0,177,0,0,5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,408.0,355.0,0.0,0.0,0.0,0.0,0.0,32.0,56.0,0.0,0.0,0.0,0.0,0.0,933,1.0,933.0,13.0,2.0,0.0,0.0,0.0,2.0,0.0,933,114,202,1095.0,57.0,0.0,160.0,57.0,0.0,218,160,933,114,2559,823,59174,21.0,2111300.0
139,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,FUNDACAO UNIVERSIDADE FEDERAL DO MARANHAO,Pública Federal,Universidade,2018,8280,80,6261,388,1,1062815.0,Maranhão,Imperatriz,0.0,MEDICINA,1,01/03/2014,,0.0,,0,289,0,0,0.0,88,0,1,10,0,0,0.0,166,118.0,15.0,160.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,11.0,0.0,10.0,0.0,10.0,0.0,5.0,0.0,388,0,66,6261.0,0.0,0.0,80.0,0.0,0.0,71,68,388,0,2497,548,1257562,21.0,2105302.0
